filename,width,height,class,xmin,ymin,xmax,ymax
4480.png,128,64,black rectangle,338,331,466,395
4481.png,99,102,blue diamond,32,25,131,127
4481.png,99,102,blue diamond,185,25,284,127
4481.png,99,102,blue diamond,338,25,437,127
4481.png,99,102,blue diamond,32,178,131,280
4481.png,99,102,blue diamond,185,178,284,280
4481.png,127,66,purple oval,338,178,465,244
4481.png,127,66,purple oval,121,331,248,397
4481.png,127,66,purple oval,274,331,401,397
4482.png,125,128,red diamond,32,32,157,160
4482.png,125,128,red diamond,185,32,310,160
4482.png,125,128,red diamond,338,32,463,160
4482.png,125,128,red diamond,32,224,157,352
4482.png,125,128,red diamond,185,224,310,352
4482.png,128,128,green square,338,224,466,352
4483.png,128,64,black rectangle,32,32,160,96
4483.png,128,64,black rectangle,185,32,313,96
4483.png,128,64,black rectangle,338,32,466,96
4483.png,128,64,black rectangle,32,224,160,288
4483.png,128,64,black rectangle,185,224,313,288
4483.png,128,64,black rectangle,338,224,466,288
4484.png,127,66,white oval,32,25,159,91
4484.png,127,66,white oval,185,25,312,91
4484.png,127,66,white oval,338,25,465,91
4484.png,127,66,white oval,32,178,159,244
4484.png,127,66,white oval,185,178,312,244
4484.png,127,66,white oval,338,178,465,244
4484.png,127,66,white oval,32,331,159,397
4484.png,127,66,white oval,185,331,312,397
4484.png,127,66,white oval,338,331,465,397
4485.png,256,209,pink star,144,144,400,353
4486.png,127,66,blue oval,32,32,159,98
4486.png,128,115,brown triangle,185,32,313,147
4486.png,128,115,brown triangle,338,32,466,147
4486.png,128,115,brown triangle,96,224,224,339
4486.png,128,115,brown triangle,249,224,377,339
4487.png,165,170,white diamond,42,42,207,212
4487.png,165,170,white diamond,263,42,428,212
4487.png,165,170,white diamond,42,263,207,433
4487.png,165,170,white diamond,263,263,428,433
4488.png,128,62,blue rectangle,32,32,160,94
4488.png,128,62,blue rectangle,185,32,313,94
4488.png,128,62,blue rectangle,338,32,466,94
4488.png,128,62,blue rectangle,96,224,224,286
4488.png,125,128,blue diamond,249,224,374,352
4489.png,102,102,brown square,32,25,134,127
4489.png,102,102,brown square,185,25,287,127
4489.png,102,102,brown square,338,25,440,127
4489.png,102,102,brown square,32,178,134,280
4489.png,102,102,brown square,185,178,287,280
4489.png,102,102,brown square,338,178,440,280
4489.png,102,102,brown square,32,331,134,433
4489.png,102,102,brown square,185,331,287,433
4489.png,102,102,brown square,338,331,440,433
4490.png,170,85,orange rectangle,42,42,212,127
4490.png,170,85,orange rectangle,263,42,433,127
4490.png,170,85,orange rectangle,42,263,212,348
4490.png,170,85,orange rectangle,263,263,433,348
4491.png,124,128,black diamond,32,32,156,160
4491.png,124,128,black diamond,185,32,309,160
4491.png,127,66,blue oval,338,32,465,98
4491.png,127,66,blue oval,96,224,223,290
4491.png,127,66,blue oval,249,224,376,290
4492.png,99,102,purple diamond,32,25,131,127
4492.png,99,102,purple diamond,185,25,284,127
4492.png,99,102,purple diamond,338,25,437,127
4492.png,99,102,purple diamond,32,178,131,280
4492.png,99,102,purple diamond,185,178,284,280
4492.png,99,102,purple diamond,338,178,437,280
4492.png,99,102,purple diamond,185,331,284,433
4493.png,170,163,black circle,42,42,212,205
4493.png,170,153,yellow triangle,263,42,433,195
4493.png,170,153,yellow triangle,173,263,343,416
4494.png,170,170,red circle,42,42,212,212
4494.png,170,170,red circle,263,42,433,212
4494.png,170,82,green rectangle,42,263,212,345
4494.png,170,82,green rectangle,263,263,433,345
4495.png,170,153,purple triangle,42,42,212,195
4495.png,170,153,purple triangle,263,42,433,195
4495.png,165,170,black diamond,42,263,207,433
4495.png,165,170,black diamond,263,263,428,433
4496.png,102,102,brown square,32,25,134,127
4496.png,127,66,orange oval,185,25,312,91
4496.png,127,66,orange oval,338,25,465,91
4496.png,127,66,orange oval,32,178,159,244
4496.png,127,66,orange oval,185,178,312,244
4496.png,127,66,orange oval,338,178,465,244
4496.png,127,66,orange oval,121,331,248,397
4496.png,127,66,orange oval,274,331,401,397
4497.png,127,66,black oval,32,25,159,91
4497.png,127,66,black oval,185,25,312,91
4497.png,128,104,yellow star,338,25,466,129
4497.png,128,104,yellow star,32,178,160,282
4497.png,128,104,yellow star,185,178,313,282
4497.png,128,104,yellow star,338,178,466,282
4497.png,128,104,yellow star,32,331,160,435
4497.png,128,104,yellow star,185,331,313,435
4497.png,128,104,yellow star,338,331,466,435
4498.png,170,166,blue triangle,42,42,212,208
4498.png,170,166,blue triangle,263,42,433,208
4498.png,170,166,blue triangle,42,263,212,429
4498.png,170,166,blue triangle,263,263,433,429
4499.png,124,128,yellow diamond,32,32,156,160
4499.png,124,128,yellow diamond,185,32,309,160
4499.png,124,128,yellow diamond,338,32,462,160
4499.png,124,128,yellow diamond,96,224,220,352
4499.png,124,128,yellow diamond,249,224,373,352
4500.png,127,66,purple oval,32,25,159,91
4500.png,127,66,purple oval,185,25,312,91
4500.png,127,66,purple oval,338,25,465,91
4500.png,127,66,purple oval,32,178,159,244
4500.png,127,66,purple oval,185,178,312,244
4500.png,127,66,purple oval,338,178,465,244
4500.png,127,66,purple oval,121,331,248,397
4500.png,127,66,purple oval,274,331,401,397
4501.png,170,85,purple rectangle,42,42,212,127
4501.png,165,170,purple diamond,263,42,428,212
4501.png,165,170,purple diamond,173,263,338,433
4502.png,128,128,brown square,32,32,160,160
4502.png,128,128,brown square,185,32,313,160
4502.png,128,128,brown square,338,32,466,160
4502.png,128,128,brown square,32,224,160,352
4502.png,128,128,brown square,185,224,313,352
4502.png,128,104,orange star,338,224,466,328
4503.png,170,163,orange circle,42,42,212,205
4503.png,170,163,orange circle,263,42,433,205
4503.png,170,163,orange circle,42,263,212,426
4503.png,170,163,orange circle,263,263,433,426
4504.png,255,133,orange oval,144,144,399,277
4505.png,125,128,blue diamond,32,32,157,160
4505.png,125,128,blue diamond,185,32,310,160
4505.png,125,128,blue diamond,338,32,463,160
4505.png,125,128,blue diamond,32,224,157,352
4505.png,125,128,blue diamond,185,224,310,352
4505.png,125,128,blue diamond,338,224,463,352
4506.png,128,104,green star,32,25,160,129
4506.png,128,104,green star,185,25,313,129
4506.png,102,102,blue square,338,25,440,127
4506.png,102,102,blue square,32,178,134,280
4506.png,102,102,blue square,185,178,287,280
4506.png,102,102,blue square,338,178,440,280
4506.png,102,102,blue square,185,331,287,433
4507.png,250,256,red diamond,144,144,394,400
4508.png,165,170,purple diamond,42,42,207,212
4508.png,165,170,purple diamond,263,42,428,212
4508.png,165,170,purple diamond,173,263,338,433
4509.png,128,115,white triangle,32,32,160,147
4509.png,128,115,white triangle,185,32,313,147
4509.png,128,115,white triangle,338,32,466,147
4509.png,128,115,white triangle,96,224,224,339
4509.png,128,115,white triangle,249,224,377,339
4510.png,124,128,pink diamond,32,32,156,160
4510.png,124,128,brown diamond,185,32,309,160
4510.png,124,128,brown diamond,338,32,462,160
4510.png,124,128,brown diamond,96,224,220,352
4510.png,124,128,brown diamond,249,224,373,352
4511.png,166,170,blue diamond,42,42,208,212
4511.png,170,85,purple rectangle,263,42,433,127
4511.png,170,85,purple rectangle,173,263,343,348
4512.png,128,104,brown star,32,25,160,129
4512.png,128,104,brown star,185,25,313,129
4512.png,128,104,brown star,338,25,466,129
4512.png,128,104,brown star,32,178,160,282
4512.png,128,104,brown star,185,178,313,282
4512.png,128,104,brown star,338,178,466,282
4512.png,128,104,brown star,32,331,160,435
4512.png,128,104,brown star,185,331,313,435
4512.png,128,104,brown star,338,331,466,435
4513.png,128,125,green triangle,32,32,160,157
4513.png,128,125,green triangle,185,32,313,157
4513.png,128,125,green triangle,338,32,466,157
4513.png,128,125,green triangle,96,224,224,349
4513.png,128,125,green triangle,249,224,377,349
4514.png,166,170,blue diamond,42,42,208,212
4514.png,170,163,yellow circle,263,42,433,205
4514.png,170,163,yellow circle,42,263,212,426
4514.png,170,163,yellow circle,263,263,433,426
4515.png,170,88,green oval,42,42,212,130
4515.png,170,88,black oval,263,42,433,130
4515.png,170,88,black oval,42,263,212,351
4515.png,170,88,black oval,263,263,433,351
4516.png,128,64,purple rectangle,32,32,160,96
4516.png,128,64,purple rectangle,185,32,313,96
4516.png,128,64,purple rectangle,338,32,466,96
4516.png,128,64,purple rectangle,32,224,160,288
4516.png,128,64,purple rectangle,185,224,313,288
4516.png,128,64,purple rectangle,338,224,466,288
4517.png,170,153,orange triangle,42,42,212,195
4517.png,170,153,orange triangle,263,42,433,195
4517.png,170,153,orange triangle,173,263,343,416
4518.png,128,115,brown triangle,32,32,160,147
4518.png,128,115,brown triangle,185,32,313,147
4518.png,128,115,brown triangle,338,32,466,147
4518.png,128,115,brown triangle,96,224,224,339
4518.png,127,66,orange oval,249,224,376,290
4519.png,128,104,yellow star,32,25,160,129
4519.png,128,104,yellow star,185,25,313,129
4519.png,128,104,yellow star,338,25,466,129
4519.png,128,104,yellow star,32,178,160,282
4519.png,128,104,yellow star,185,178,313,282
4519.png,128,104,yellow star,338,178,466,282
4519.png,128,104,yellow star,32,331,160,435
4519.png,128,104,yellow star,185,331,313,435
4519.png,128,104,yellow star,338,331,466,435
4520.png,128,125,green triangle,32,25,160,150
4520.png,128,104,black star,185,25,313,129
4520.png,128,104,black star,338,25,466,129
4520.png,128,104,black star,32,178,160,282
4520.png,128,104,black star,185,178,313,282
4520.png,128,104,black star,338,178,466,282
4520.png,128,104,black star,185,331,313,435
4521.png,169,170,blue circle,42,42,211,212
4521.png,169,170,blue circle,263,42,432,212
4521.png,170,88,red oval,173,263,343,351
4522.png,128,123,brown circle,32,25,160,148
4522.png,128,123,brown circle,185,25,313,148
4522.png,128,123,brown circle,338,25,466,148
4522.png,128,123,brown circle,32,178,160,301
4522.png,128,123,brown circle,185,178,313,301
4522.png,128,123,brown circle,338,178,466,301
4522.png,128,123,brown circle,121,331,249,454
4522.png,128,123,brown circle,274,331,402,454
4523.png,128,64,orange rectangle,32,32,160,96
4523.png,128,64,orange rectangle,185,32,313,96
4523.png,128,64,orange rectangle,338,32,466,96
4523.png,128,64,orange rectangle,32,224,160,288
4523.png,128,64,orange rectangle,185,224,313,288
4523.png,128,64,orange rectangle,338,224,466,288
4524.png,165,170,yellow diamond,42,42,207,212
4524.png,165,170,yellow diamond,263,42,428,212
4524.png,165,170,yellow diamond,173,263,338,433
4525.png,169,170,blue circle,42,42,211,212
4525.png,169,170,blue circle,263,42,432,212
4525.png,169,170,blue circle,173,263,342,433
4526.png,128,115,brown triangle,32,25,160,140
4526.png,128,115,brown triangle,185,25,313,140
4526.png,128,115,brown triangle,338,25,466,140
4526.png,128,115,brown triangle,32,178,160,293
4526.png,102,102,blue square,185,178,287,280
4526.png,102,102,blue square,338,178,440,280
4526.png,102,102,blue square,185,331,287,433
4527.png,165,170,black diamond,42,42,207,212
4527.png,170,138,black star,263,42,433,180
4527.png,170,138,black star,42,263,212,401
4527.png,170,138,black star,263,263,433,401
4528.png,99,102,brown diamond,32,25,131,127
4528.png,99,102,brown diamond,185,25,284,127
4528.png,99,102,brown diamond,338,25,437,127
4528.png,99,102,brown diamond,32,178,131,280
4528.png,99,102,brown diamond,185,178,284,280
4528.png,99,102,brown diamond,338,178,437,280
4528.png,99,102,brown diamond,32,331,131,433
4528.png,99,102,brown diamond,185,331,284,433
4528.png,99,102,brown diamond,338,331,437,433
4529.png,170,85,purple rectangle,42,42,212,127
4529.png,170,85,purple rectangle,263,42,433,127
4529.png,170,85,purple rectangle,42,263,212,348
4529.png,170,85,purple rectangle,263,263,433,348
4530.png,99,102,purple diamond,32,25,131,127
4530.png,99,102,purple diamond,185,25,284,127
4530.png,99,102,purple diamond,338,25,437,127
4530.png,99,102,purple diamond,32,178,131,280
4530.png,99,102,purple diamond,185,178,284,280
4530.png,99,102,purple diamond,338,178,437,280
4530.png,99,102,purple diamond,32,331,131,433
4530.png,127,66,purple oval,185,331,312,397
4530.png,127,66,purple oval,338,331,465,397
4531.png,128,115,white triangle,32,25,160,140
4531.png,128,115,white triangle,185,25,313,140
4531.png,128,115,white triangle,338,25,466,140
4531.png,128,115,white triangle,32,178,160,293
4531.png,128,115,white triangle,185,178,313,293
4531.png,128,115,white triangle,338,178,466,293
4531.png,128,115,white triangle,32,331,160,446
4531.png,128,115,white triangle,185,331,313,446
4531.png,128,115,white triangle,338,331,466,446
4532.png,128,123,orange circle,32,32,160,155
4532.png,128,123,orange circle,185,32,313,155
4532.png,128,123,orange circle,338,32,466,155
4532.png,128,123,orange circle,32,224,160,347
4532.png,128,123,orange circle,185,224,313,347
4532.png,128,104,yellow star,338,224,466,328
4533.png,125,128,green diamond,32,32,157,160
4533.png,125,128,green diamond,185,32,310,160
4533.png,125,128,green diamond,338,32,463,160
4533.png,125,128,green diamond,32,224,157,352
4533.png,125,128,green diamond,185,224,310,352
4533.png,125,128,green diamond,338,224,463,352
4534.png,255,133,yellow oval,144,144,399,277
4535.png,128,62,red rectangle,32,25,160,87
4535.png,128,62,red rectangle,185,25,313,87
4535.png,128,62,red rectangle,338,25,466,87
4535.png,128,62,red rectangle,32,178,160,240
4535.png,128,62,red rectangle,185,178,313,240
4535.png,128,62,red rectangle,338,178,466,240
4535.png,128,62,red rectangle,32,331,160,393
4535.png,128,62,red rectangle,185,331,313,393
4535.png,128,62,red rectangle,338,331,466,393
4536.png,165,170,black diamond,42,85,207,255
4536.png,165,170,black diamond,255,85,420,255
4537.png,170,163,orange circle,42,85,212,248
4537.png,170,163,orange circle,255,85,425,248
4538.png,170,163,pink circle,42,42,212,205
4538.png,170,163,pink circle,263,42,433,205
4538.png,170,163,pink circle,173,263,343,426
4539.png,99,102,green diamond,32,25,131,127
4539.png,99,102,green diamond,185,25,284,127
4539.png,99,102,green diamond,338,25,437,127
4539.png,99,102,green diamond,32,178,131,280
4539.png,99,102,green diamond,185,178,284,280
4539.png,99,102,green diamond,338,178,437,280
4539.png,99,102,green diamond,121,331,220,433
4539.png,99,102,green diamond,274,331,373,433
4540.png,170,153,yellow triangle,42,42,212,195
4540.png,170,163,brown circle,263,42,433,205
4540.png,170,163,brown circle,173,263,343,426
4541.png,127,66,pink oval,32,25,159,91
4541.png,127,66,pink oval,185,25,312,91
4541.png,127,66,pink oval,338,25,465,91
4541.png,127,66,pink oval,32,178,159,244
4541.png,127,66,pink oval,185,178,312,244
4541.png,127,66,pink oval,338,178,465,244
4541.png,127,66,pink oval,121,331,248,397
4541.png,127,66,pink oval,274,331,401,397
4542.png,124,128,white diamond,32,32,156,160
4542.png,124,128,white diamond,185,32,309,160
4542.png,124,128,white diamond,338,32,462,160
4542.png,124,128,white diamond,32,224,156,352
4542.png,128,115,orange triangle,185,224,313,339
4542.png,128,115,orange triangle,338,224,466,339
4543.png,249,256,yellow diamond,144,144,393,400
4544.png,170,163,pink circle,42,42,212,205
4544.png,170,163,pink circle,263,42,433,205
4544.png,170,163,pink circle,42,263,212,426
4544.png,170,85,pink rectangle,263,263,433,348
4545.png,128,115,purple triangle,32,25,160,140
4545.png,128,115,purple triangle,185,25,313,140
4545.png,128,115,purple triangle,338,25,466,140
4545.png,128,115,purple triangle,32,178,160,293
4545.png,128,115,purple triangle,185,178,313,293
4545.png,128,115,purple triangle,338,178,466,293
4545.png,128,115,black triangle,185,331,313,446
4546.png,255,133,purple oval,144,144,399,277
4547.png,128,128,blue square,32,32,160,160
4547.png,128,128,blue square,185,32,313,160
4547.png,128,128,blue square,338,32,466,160
4547.png,128,128,blue square,96,224,224,352
4547.png,128,104,white star,249,224,377,328
4548.png,99,102,black diamond,32,25,131,127
4548.png,128,64,brown rectangle,185,25,313,89
4548.png,128,64,brown rectangle,338,25,466,89
4548.png,128,64,brown rectangle,32,178,160,242
4548.png,128,64,brown rectangle,185,178,313,242
4548.png,128,64,brown rectangle,338,178,466,242
4548.png,128,64,brown rectangle,121,331,249,395
4548.png,128,64,brown rectangle,274,331,402,395
4549.png,99,102,red diamond,32,25,131,127
4549.png,99,102,red diamond,185,25,284,127
4549.png,99,102,red diamond,338,25,437,127
4549.png,99,102,red diamond,32,178,131,280
4549.png,99,102,red diamond,185,178,284,280
4549.png,99,102,red diamond,338,178,437,280
4549.png,99,102,red diamond,32,331,131,433
4549.png,99,102,red diamond,185,331,284,433
4549.png,99,102,red diamond,338,331,437,433
4550.png,255,133,brown oval,144,144,399,277
4551.png,127,66,red oval,32,25,159,91
4551.png,128,115,brown triangle,185,25,313,140
4551.png,128,115,brown triangle,338,25,466,140
4551.png,128,115,brown triangle,32,178,160,293
4551.png,128,115,brown triangle,185,178,313,293
4551.png,128,115,brown triangle,338,178,466,293
4551.png,128,115,brown triangle,185,331,313,446
4552.png,124,128,white diamond,32,32,156,160
4552.png,124,128,orange diamond,185,32,309,160
4552.png,124,128,orange diamond,338,32,462,160
4552.png,124,128,orange diamond,96,224,220,352
4552.png,124,128,orange diamond,249,224,373,352
4553.png,128,115,white triangle,32,32,160,147
4553.png,128,115,white triangle,185,32,313,147
4553.png,128,115,white triangle,338,32,466,147
4553.png,128,115,white triangle,96,224,224,339
4553.png,128,115,white triangle,249,224,377,339
4554.png,127,66,purple oval,32,25,159,91
4554.png,127,66,purple oval,185,25,312,91
4554.png,127,66,purple oval,338,25,465,91
4554.png,127,66,purple oval,32,178,159,244
4554.png,127,66,purple oval,185,178,312,244
4554.png,128,115,orange triangle,338,178,466,293
4554.png,128,115,orange triangle,32,331,160,446
4554.png,128,115,orange triangle,185,331,313,446
4554.png,128,115,orange triangle,338,331,466,446
4555.png,128,123,purple circle,32,25,160,148
4555.png,128,123,black circle,185,25,313,148
4555.png,128,123,black circle,338,25,466,148
4555.png,128,123,black circle,32,178,160,301
4555.png,128,123,black circle,185,178,313,301
4555.png,128,123,black circle,338,178,466,301
4555.png,128,123,black circle,185,331,313,454
4556.png,170,153,purple triangle,42,42,212,195
4556.png,170,153,purple triangle,263,42,433,195
4556.png,170,153,purple triangle,42,263,212,416
4556.png,170,170,brown square,263,263,433,433
4557.png,170,153,yellow triangle,42,42,212,195
4557.png,170,153,yellow triangle,263,42,433,195
4557.png,170,170,green square,173,263,343,433
4558.png,170,170,red circle,42,42,212,212
4558.png,170,170,red circle,263,42,433,212
4558.png,170,170,red circle,42,263,212,433
4558.png,165,170,black diamond,263,263,428,433
4559.png,256,246,yellow circle,144,144,400,390
4560.png,128,128,purple square,32,32,160,160
4560.png,128,128,purple square,185,32,313,160
4560.png,128,128,purple square,338,32,466,160
4560.png,128,128,purple square,96,224,224,352
4560.png,128,128,purple square,249,224,377,352
4561.png,128,104,white star,32,32,160,136
4561.png,128,104,white star,185,32,313,136
4561.png,128,104,white star,338,32,466,136
4561.png,128,104,white star,32,224,160,328
4561.png,128,104,orange star,185,224,313,328
4561.png,128,104,orange star,338,224,466,328
4562.png,170,163,purple circle,42,42,212,205
4562.png,170,163,purple circle,263,42,433,205
4562.png,170,163,purple circle,42,263,212,426
4562.png,170,163,purple circle,263,263,433,426
4563.png,256,230,pink triangle,144,144,400,374
4564.png,256,256,red square,144,144,400,400
4565.png,128,128,red square,32,32,160,160
4565.png,128,128,red square,185,32,313,160
4565.png,128,128,red square,338,32,466,160
4565.png,128,128,red square,32,224,160,352
4565.png,128,128,red square,185,224,313,352
4565.png,128,128,red square,338,224,466,352
4566.png,127,66,pink oval,32,25,159,91
4566.png,127,66,pink oval,185,25,312,91
4566.png,127,66,pink oval,338,25,465,91
4566.png,127,66,pink oval,32,178,159,244
4566.png,127,66,pink oval,185,178,312,244
4566.png,127,66,pink oval,338,178,465,244
4566.png,127,66,pink oval,121,331,248,397
4566.png,127,66,pink oval,274,331,401,397
4567.png,128,123,pink circle,32,32,160,155
4567.png,128,123,pink circle,185,32,313,155
4567.png,128,123,pink circle,338,32,466,155
4567.png,128,123,pink circle,32,224,160,347
4567.png,128,123,pink circle,185,224,313,347
4567.png,128,123,pink circle,338,224,466,347
4568.png,128,115,black triangle,32,25,160,140
4568.png,128,115,pink triangle,185,25,313,140
4568.png,128,115,pink triangle,338,25,466,140
4568.png,128,115,pink triangle,32,178,160,293
4568.png,128,115,pink triangle,185,178,313,293
4568.png,128,115,pink triangle,338,178,466,293
4568.png,128,115,pink triangle,32,331,160,446
4568.png,128,115,pink triangle,185,331,313,446
4568.png,128,115,pink triangle,338,331,466,446
4569.png,170,82,red rectangle,42,42,212,124
4569.png,170,153,black triangle,263,42,433,195
4569.png,170,153,black triangle,173,263,343,416
4570.png,128,62,green rectangle,32,32,160,94
4570.png,128,62,green rectangle,185,32,313,94
4570.png,128,62,green rectangle,338,32,466,94
4570.png,128,123,purple circle,96,224,224,347
4570.png,128,123,purple circle,249,224,377,347
4571.png,170,88,pink oval,42,42,212,130
4571.png,170,88,pink oval,263,42,433,130
4571.png,170,88,pink oval,173,263,343,351
4572.png,99,102,blue diamond,32,25,131,127
4572.png,99,102,blue diamond,185,25,284,127
4572.png,99,102,blue diamond,338,25,437,127
4572.png,99,102,blue diamond,32,178,131,280
4572.png,99,102,blue diamond,185,178,284,280
4572.png,99,102,blue diamond,338,178,437,280
4572.png,99,102,blue diamond,121,331,220,433
4572.png,99,102,blue diamond,274,331,373,433
4573.png,128,64,black rectangle,32,25,160,89
4573.png,128,64,black rectangle,185,25,313,89
4573.png,128,64,black rectangle,338,25,466,89
4573.png,128,64,black rectangle,32,178,160,242
4573.png,128,64,black rectangle,185,178,313,242
4573.png,127,66,black oval,338,178,465,244
4573.png,127,66,black oval,32,331,159,397
4573.png,127,66,black oval,185,331,312,397
4573.png,127,66,black oval,338,331,465,397
4574.png,170,82,red rectangle,42,42,212,124
4574.png,170,82,red rectangle,263,42,433,124
4574.png,170,82,red rectangle,173,263,343,345
4575.png,128,123,purple circle,32,32,160,155
4575.png,128,123,purple circle,185,32,313,155
4575.png,128,123,purple circle,338,32,466,155
4575.png,128,123,purple circle,96,224,224,347
4575.png,128,123,purple circle,249,224,377,347
4576.png,128,104,orange star,32,25,160,129
4576.png,128,104,orange star,185,25,313,129
4576.png,128,104,orange star,338,25,466,129
4576.png,128,104,orange star,32,178,160,282
4576.png,128,104,orange star,185,178,313,282
4576.png,128,104,orange star,338,178,466,282
4576.png,128,104,orange star,32,331,160,435
4576.png,128,104,black star,185,331,313,435
4576.png,128,104,black star,338,331,466,435
4577.png,128,123,brown circle,32,25,160,148
4577.png,128,123,brown circle,185,25,313,148
4577.png,128,123,brown circle,338,25,466,148
4577.png,128,123,brown circle,32,178,160,301
4577.png,128,123,brown circle,185,178,313,301
4577.png,128,123,brown circle,338,178,466,301
4577.png,128,123,brown circle,185,331,313,454
4578.png,128,104,yellow star,32,25,160,129
4578.png,128,104,yellow star,185,25,313,129
4578.png,128,104,yellow star,338,25,466,129
4578.png,128,104,yellow star,32,178,160,282
4578.png,128,62,blue rectangle,185,178,313,240
4578.png,128,62,blue rectangle,338,178,466,240
4578.png,128,62,blue rectangle,185,331,313,393
4579.png,128,104,white star,32,25,160,129
4579.png,128,104,white star,185,25,313,129
4579.png,128,104,white star,338,25,466,129
4579.png,128,104,white star,32,178,160,282
4579.png,127,66,white oval,185,178,312,244
4579.png,127,66,white oval,338,178,465,244
4579.png,127,66,white oval,185,331,312,397
4580.png,170,166,red triangle,42,42,212,208
4580.png,170,163,brown circle,263,42,433,205
4580.png,170,163,brown circle,173,263,343,426
4581.png,128,64,orange rectangle,32,25,160,89
4581.png,128,64,orange rectangle,185,25,313,89
4581.png,128,64,orange rectangle,338,25,466,89
4581.png,128,64,orange rectangle,32,178,160,242
4581.png,128,64,orange rectangle,185,178,313,242
4581.png,128,64,orange rectangle,338,178,466,242
4581.png,128,64,orange rectangle,32,331,160,395
4581.png,128,64,orange rectangle,185,331,313,395
4581.png,128,64,orange rectangle,338,331,466,395
4582.png,99,102,blue diamond,32,25,131,127
4582.png,99,102,blue diamond,185,25,284,127
4582.png,99,102,blue diamond,338,25,437,127
4582.png,99,102,blue diamond,32,178,131,280
4582.png,99,102,blue diamond,185,178,284,280
4582.png,99,102,blue diamond,338,178,437,280
4582.png,99,102,blue diamond,32,331,131,433
4582.png,128,104,white star,185,331,313,435
4582.png,128,104,white star,338,331,466,435
4583.png,128,123,purple circle,32,25,160,148
4583.png,128,123,purple circle,185,25,313,148
4583.png,128,123,purple circle,338,25,466,148
4583.png,128,123,purple circle,32,178,160,301
4583.png,128,123,purple circle,185,178,313,301
4583.png,102,102,brown square,338,178,440,280
4583.png,102,102,brown square,185,331,287,433
4584.png,128,123,yellow circle,32,25,160,148
4584.png,128,123,yellow circle,185,25,313,148
4584.png,128,123,yellow circle,338,25,466,148
4584.png,128,123,yellow circle,32,178,160,301
4584.png,128,123,yellow circle,185,178,313,301
4584.png,128,123,yellow circle,338,178,466,301
4584.png,127,66,green oval,32,331,159,397
4584.png,127,66,green oval,185,331,312,397
4584.png,127,66,green oval,338,331,465,397
4585.png,128,128,brown square,32,32,160,160
4585.png,128,128,brown square,185,32,313,160
4585.png,128,128,brown square,338,32,466,160
4585.png,128,128,brown square,32,224,160,352
4585.png,128,128,brown square,185,224,313,352
4585.png,128,128,brown square,338,224,466,352
4586.png,127,66,green oval,32,25,159,91
4586.png,127,66,green oval,185,25,312,91
4586.png,127,66,green oval,338,25,465,91
4586.png,127,66,green oval,32,178,159,244
4586.png,127,66,green oval,185,178,312,244
4586.png,127,66,green oval,338,178,465,244
4586.png,127,66,green oval,185,331,312,397
4587.png,127,66,green oval,32,32,159,98
4587.png,127,66,green oval,185,32,312,98
4587.png,127,66,green oval,338,32,465,98
4587.png,127,66,green oval,96,224,223,290
4587.png,127,66,green oval,249,224,376,290
4588.png,128,123,yellow circle,32,32,160,155
4588.png,128,123,brown circle,185,32,313,155
4588.png,128,123,brown circle,338,32,466,155
4588.png,128,123,brown circle,96,224,224,347
4588.png,128,123,brown circle,249,224,377,347
4589.png,170,88,red oval,42,42,212,130
4589.png,166,170,blue diamond,263,42,429,212
4589.png,166,170,blue diamond,42,263,208,433
4589.png,166,170,blue diamond,263,263,429,433
4590.png,170,163,purple circle,42,42,212,205
4590.png,170,88,red oval,263,42,433,130
4590.png,170,88,red oval,173,263,343,351
4591.png,128,123,purple circle,32,32,160,155
4591.png,128,123,purple circle,185,32,313,155
4591.png,127,66,black oval,338,32,465,98
4591.png,127,66,black oval,96,224,223,290
4591.png,127,66,black oval,249,224,376,290
4592.png,170,170,red circle,42,42,212,212
4592.png,170,82,red rectangle,263,42,433,124
4592.png,170,82,red rectangle,42,263,212,345
4592.png,170,82,red rectangle,263,263,433,345
4593.png,127,66,yellow oval,32,32,159,98
4593.png,127,66,yellow oval,185,32,312,98
4593.png,127,66,yellow oval,338,32,465,98
4593.png,127,66,yellow oval,32,224,159,290
4593.png,127,66,yellow oval,185,224,312,290
4593.png,127,66,yellow oval,338,224,465,290
4594.png,128,64,yellow rectangle,32,25,160,89
4594.png,128,64,yellow rectangle,185,25,313,89
4594.png,128,64,yellow rectangle,338,25,466,89
4594.png,128,64,yellow rectangle,32,178,160,242
4594.png,128,64,yellow rectangle,185,178,313,242
4594.png,128,64,yellow rectangle,338,178,466,242
4594.png,128,64,yellow rectangle,32,331,160,395
4594.png,128,64,yellow rectangle,185,331,313,395
4594.png,128,64,yellow rectangle,338,331,466,395
4595.png,165,170,brown diamond,42,42,207,212
4595.png,165,170,brown diamond,263,42,428,212
4595.png,170,170,green circle,42,263,212,433
4595.png,170,170,green circle,263,263,433,433
4596.png,128,104,yellow star,32,25,160,129
4596.png,128,104,yellow star,185,25,313,129
4596.png,128,104,yellow star,338,25,466,129
4596.png,128,104,yellow star,32,178,160,282
4596.png,128,104,yellow star,185,178,313,282
4596.png,128,104,yellow star,338,178,466,282
4596.png,128,104,yellow star,121,331,249,435
4596.png,128,104,yellow star,274,331,402,435
4597.png,128,115,pink triangle,32,25,160,140
4597.png,128,115,pink triangle,185,25,313,140
